time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-11T02:30:00+05:30,0.62986,0.63058,0.6281,0.6301,NaN,0.637377304,0.63285758,0.63939,0.653925189,0.624854811,0.635559433,0.629593333,8993,30.65768167,50,31.10063865,28.97716755,0.004163124
2022-10-11T06:30:00+05:30,0.6301,0.63032,0.62474,0.62504,NaN,0.635796935,0.631294064,0.6381915,0.653297847,0.623085153,0.634244504,0.627543373,21859,23.30584788,50,29.90585314,26.14150771,0.00426433
2022-10-11T10:30:00+05:30,0.62504,0.62862,0.62494,0.62693,NaN,0.633806687,0.630421251,0.636982,0.651620484,0.622343516,0.633330191,0.627218042,25866,30.32665205,50,29.44441811,28.23407988,0.004222592
2022-10-11T14:30:00+05:30,0.62693,0.63138,0.62494,0.62984,1,0.632174683,0.630305001,0.6357965,0.648601401,0.622991599,0.632893917,0.627666931,24177,39.86239327,50,29.95148229,34.04823657,0.004380978
2022-10-11T18:30:00+05:30,0.62984,0.63461,0.62624,0.63306,NaN,0.62474,0.630856001,0.635054,0.646625974,0.623482026,0.632914677,0.6286801,31244,48.61675882,50,31.33906388,41.3324977,0.004665908
2022-10-11T22:30:00+05:30,0.63306,0.63325,0.62582,0.62722,NaN,0.6249374,0.630128801,0.6340945,0.644897767,0.623291233,0.632202843,0.628693076,20712,37.48338407,50,31.78520866,39.40794089,0.004863343
2022-10-12T02:30:00+05:30,0.62722,0.6278,0.62544,0.62643,NaN,0.625130852,0.629389041,0.633352,0.644118986,0.622585014,0.631481237,0.626556667,9383,36.22106595,50,32.16174013,37.81450342,0.004684533
2022-10-12T06:30:00+05:30,0.62643,0.6282,0.62404,0.62699,NaN,0.63461,0.628909232,0.6326445,0.643127352,0.622161648,0.630919833,0.626452713,22836,37.88912392,50,32.72542839,37.85181367,0.004647067
2022-10-12T10:30:00+05:30,0.62699,0.62888,0.62553,0.62596,NaN,0.6343986,0.628319386,0.6318765,0.641946978,0.621806022,0.630299853,0.626619566,31542,35.94393739,50,33.0985103,36.89787553,0.004554419
2022-10-12T14:30:00+05:30,0.62596,0.6275,0.62358,0.6256,NaN,0.634191428,0.627775509,0.6311395,0.640772494,0.621506506,0.629712372,0.626317736,25398,35.23270669,50,33.40058212,36.06529111,0.004509103
2022-10-12T18:30:00+05:30,0.6256,0.62792,0.62393,0.6268,NaN,0.633766971,0.627580407,0.6303965,0.638894526,0.621898474,0.629348325,0.626293503,28120,39.70660255,50,34.10880857,37.88594683,0.004472024
2022-10-12T22:30:00+05:30,0.6268,0.6299,0.62644,0.6278,NaN,0.633359492,0.627624326,0.6298595,0.637550275,0.622168725,0.629154785,0.626518825,17296,43.37367727,50,35.12207203,40.62981205,0.004399737
2022-10-13T02:30:00+05:30,0.6278,0.62908,0.62701,0.62858,NaN,0.632968312,0.62781546,0.629379,0.636062747,0.622695253,0.629082937,0.628223333,6431,46.24270368,50,36.37431771,43.43625786,0.004233327
2022-10-13T06:30:00+05:30,0.62858,0.62904,0.62674,0.62762,NaN,0.63259278,0.627776368,0.6289375,0.634812174,0.623062826,0.62890007,0.627940892,12892,43.21130719,50,37.28842904,43.32378253,0.004095232
2022-10-13T10:30:00+05:30,0.62762,0.62854,0.6265,0.62851,NaN,0.632232269,0.627923095,0.628539,0.633286133,0.623791867,0.628851311,0.627899137,16420,46.84552266,50,38.48059416,45.0846526,0.00394843
