time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-13T02:30:00+05:30,0.99753,0.99902,0.99645,0.9968,NaN,1.000553012,0.996933421,0.997171,1.001845736,0.992496264,0.9964762,0.997423333,6251,52.06393321,50,59.27765974,53.28930988,0.003752769
2022-10-13T06:30:00+05:30,0.9968,0.99832,0.99659,0.99764,NaN,1.000374352,0.997074737,0.997316,1.001858147,0.992773853,0.996621675,0.997477924,8808,54.81870868,50,58.3615374,54.05400928,0.003608286
2022-10-13T10:30:00+05:30,0.99764,1.00045,0.99732,0.99864,NaN,0.99162,0.99738779,0.997541,1.001872489,0.993209511,0.996873965,0.998093365,13054,58.04760298,50,57.82056333,56.05080613,0.003574122
2022-10-13T14:30:00+05:30,0.99864,1.0071,0.99601,1.00452,NaN,0.9917966,0.998814232,0.998058,1.003075436,0.993040564,0.99782972,1.000348793,28893,71.51410722,50,58.58434144,63.78245667,0.004110971
2022-10-13T18:30:00+05:30,1.00452,1.00738,0.99697,0.99997,NaN,0.992408736,0.999045385,0.998186,1.003261066,0.993110934,0.998097255,1.000867465,51643,55.89495954,50,57.93382989,59.83870811,0.004560901
2022-10-13T22:30:00+05:30,0.99997,1.00136,0.99713,1.00122,NaN,0.993307012,0.999480308,0.998349,1.003591217,0.993106783,0.998487598,1.000743823,15983,58.6838809,50,57.61054465,59.2612945,0.004537266
2022-10-14T02:30:00+05:30,1.00122,1.00198,0.99897,1.00148,NaN,0.994151391,0.999880247,0.9984005,1.003743535,0.993057465,0.998861648,1.00081,9595,59.28630785,50,57.43335464,59.27380118,0.004428175
2022-10-14T06:30:00+05:30,1.00148,1.00148,0.99812,0.99924,NaN,0.994945108,0.999752197,0.998372,1.003690683,0.993053317,0.998908942,1.000051027,16638,51.94526101,50,56.68157076,55.60953109,0.004351877
2022-10-14T10:30:00+05:30,0.99924,1.00093,0.9965,1.00083,NaN,0.995691201,0.999967758,0.9984805,1.003905724,0.993055276,0.999149074,0.999766849,21493,56.26931854,50,56.46336572,55.93942482,0.004357457
2022-10-14T14:30:00+05:30,1.00083,1.00474,0.99946,0.9997,NaN,0.996392529,0.999914206,0.9983705,1.003599601,0.993141399,0.99921794,1.000354404,29655,52.49282271,50,56.00450131,54.21612376,0.004423353
2022-10-14T18:30:00+05:30,0.9997,1.00598,0.99838,1.00567,NaN,0.9965,1.001065365,0.998656,1.004752613,0.992559387,1.000024448,1.001402898,41812,66.03965731,50,56.86307176,60.12789054,0.004650256
2022-10-14T22:30:00+05:30,1.00567,1.00666,1.00454,1.00564,NaN,0.9971528,1.001980292,0.999077,1.005844759,0.992309241,1.000726392,1.001895838,15805,65.93336953,50,57.76708897,63.03063003,0.004469524
2022-10-17T02:30:00+05:30,1.00564,1.00572,1.00274,1.00338,NaN,0.997766432,1.002260234,0.99964,1.005849499,0.993430501,1.001058093,1.003946667,11145,58.01944693,50,57.96104569,60.52503848,0.004363129
2022-10-17T06:30:00+05:30,1.00338,1.00458,1.00324,1.00387,NaN,0.998343246,1.002582187,0.999983,1.006329848,0.993636152,1.001409581,1.003920143,12592,59.21355209,50,58.25499668,59.86929528,0.004147191
2022-10-17T10:30:00+05:30,1.00387,1.00391,0.99926,1.00264,-1,0.998885451,1.00259375,1.0002455,1.006575907,0.993915093,1.001563383,1.002908326,24718,54.81081987,50,58.06934285,57.34005758,0.004183106
2022-10-17T14:30:00+05:30,1.00264,1.00284,0.9976,0.99842,NaN,1.00738,1.001759,1.0003405,1.006499118,0.994181882,1.001170461,1.001838112,23379,42.58850616,50,56.77008001,49.96428187,0.004258599
2022-10-17T18:30:00+05:30,0.99842,0.99852,0.99436,0.99606,NaN,1.0071844,1.0006192,1.0003575,1.006466686,0.994248314,1.000531653,1.000544189,21969,37.34870559,50,55.04872893,43.65649373,0.004251556
2022-10-17T22:30:00+05:30,0.99606,0.99665,0.99527,0.99582,NaN,1.006671424,0.99965936,1.0003875,1.006400615,0.994374385,0.999942696,1.000111131,9677,36.83028859,50,53.34585307,40.24339116,0.004046445
2022-10-18T02:30:00+05:30,0.99582,0.99638,0.99454,0.99508,NaN,1.006178967,0.998743488,1.0002075,1.006616771,0.993798229,0.999334859,0.995333333,7082,35.13844869,50,51.54637492,37.69091993,0.003888842
2022-10-18T06:30:00+05:30,0.99508,0.99609,0.99218,0.99339,NaN,1.005706208,0.99767279,1.0000005,1.006983996,0.993017004,0.998591752,0.994446947,11204,31.42913107,50,49.46730352,34.5600255,0.003890353
2022-10-18T10:30:00+05:30,0.99339,0.99674,0.99192,0.99674,1,1.004894636,0.997486232,0.9999975,1.006986542,0.993008458,0.998360283,0.994803826,19805,44.49538656,50,48.69413014,39.52770603,0.003956756
2022-10-18T14:30:00+05:30,0.99674,0.99748,0.99314,0.9935,NaN,1.003856665,0.996688986,0.9997905,1.0072743,0.9923067,0.997752748,0.994770659,19743,36.85433984,50,47.27022071,38.19102294,0.003984131
2022-10-18T18:30:00+05:30,0.9935,0.99788,0.99302,0.99598,NaN,1.002901732,0.996547189,0.9996575,1.00731098,0.99200402,0.997531154,0.995003984,21671,44.98911732,50,46.6516789,41.59007013,0.004046693
2022-10-18T22:30:00+05:30,0.99598,0.99704,0.9938,0.9941,NaN,1.002023193,0.996057751,0.9991365,1.006813633,0.991459367,0.99710226,0.995000948,11525,40.53565248,50,45.670829,41.0628613,0.003989072
2022-10-19T02:30:00+05:30,0.9941,0.99498,0.99285,0.99428,NaN,1.001214938,0.995702201,0.998852,1.006801389,0.990902611,0.996749477,0.994036667,10212,41.16300009,50,44.82282,41.1129307,0.003856281
2022-10-19T06:30:00+05:30,0.99428,0.99544,0.99354,0.99518,NaN,1.000471343,0.995597761,0.99855,1.00657516,0.99052484,0.996553293,0.994399752,11578,44.45900449,50,44.40583785,42.7859676,0.003716547
2022-10-19T10:30:00+05:30,0.99518,0.99998,0.99511,0.99986,NaN,0.99192,0.996450208,0.998469,1.006406455,0.990531545,0.996966631,0.996166749,17909,58.16790784,50,45.28462593,50.47693772,0.003798936
2022-10-19T14:30:00+05:30,0.99986,1.00454,0.9993,1.00369,NaN,0.9920812,0.997898167,0.9986915,1.006946078,0.990436922,0.997807052,0.998620817,25050,65.91382383,50,46.86982184,58.19538077,0.003901869
2022-10-19T18:30:00+05:30,1.00369,1.00544,1.00213,1.00533,NaN,0.992579552,0.999384533,0.9989165,1.007624821,0.990208179,0.998747421,1.000259283,26255,68.7052862,50,48.68009651,63.45033348,0.003859593
2022-10-19T22:30:00+05:30,1.00533,1.00632,1.00442,1.00464,NaN,0.993351179,1.000435627,0.9991635,1.008219975,0.990107025,0.999483993,1.000861161,12841,66.14148015,50,50.18474369,64.79590681,0.003719622
2022-10-20T02:30:00+05:30,1.00464,1.0057,1.00365,1.00509,NaN,0.994388685,1.001366501,0.9991345,1.00811081,0.99015819,1.000184744,1.004813333,7193,67.04377488,50,51.72868103,65.91984085,0.003600363
2022-10-20T06:30:00+05:30,1.00509,1.00642,1.00426,1.00485,NaN,0.99534319,1.002063201,0.999095,1.007962749,0.990227251,1.000767901,1.005056613,14576,65.98865697,50,53.11370742,65.95424891,0.00349748
2022-10-20T10:30:00+05:30,1.00485,1.00689,1.0037,1.00628,NaN,0.996450871,1.002906561,0.99924,1.008470681,0.990009319,1.001456913,1.005357308,24606,69.23420468,50,54.79400439,67.5942268,0.003475517
2022-10-20T14:30:00+05:30,1.00628,1.00628,1.00066,1.00396,-1,0.997703566,1.003117249,0.9992445,1.008484289,0.990004711,1.001769799,1.004753825,24977,58.96447279,50,55.52640003,63.27934979,0.003628695
2022-10-20T18:30:00+05:30,1.00396,1.00478,0.99948,1.00236,NaN,0.998805938,1.002965799,0.9992305,1.008450495,0.990010505,1.001843574,1.003980081,31131,52.87885138,50,55.70146635,58.07910058,0.003748074
2022-10-20T22:30:00+05:30,1.00236,1.00506,1.0022,1.00294,NaN,0.99948,1.002960639,0.9994565,1.008806617,0.990106383,1.001980627,1.003903399,15611,54.78205757,50,56.07697435,56.43057907,0.00368464
2022-10-21T02:30:00+05:30,1.00294,1.00526,1.00294,1.0048,NaN,0.99948,1.003328511,0.9998935,1.009383714,0.990403286,1.002333049,1.004333333,7396,60.53302938,50,56.97542249,58.48180423,0.003587166
2022-10-21T06:30:00+05:30,1.0048,1.00646,1.0046,1.00608,NaN,1.0003692,1.003878809,1.0004065,1.010068144,0.990744856,1.002801418,1.005202677,12591,64.07078417,50,58.11780278,61.2762942,0.003463797
2022-10-21T10:30:00+05:30,1.00608,1.01004,1.00362,1.00984,1,1.001151696,1.005071047,1.0011445,1.0113078,0.9909812,1.003681241,1.006565455,21483,72.28169015,50,59.89094908,66.77899218,0.003674954
2022-10-21T14:30:00+05:30,1.00984,1.01482,1.00823,1.00996,NaN,1.002396059,1.006048838,1.001973,1.012174135,0.991771865,1.004466086,1.008330138,27376,72.50727352,50,61.53113368,69.64313285,0.003883172
2022-10-21T18:30:00+05:30,1.00996,1.01135,0.9962,0.9995,-1,1.01482,1.00473907,1.002111,1.012097655,0.992124345,1.003845325,1.005229363,74140,40.32496103,50,60.08388371,54.98404694,0.004687945
