time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-19T06:30:00+05:30,1653.13,1653.48,1645.72,1646.425,NaN,1644.968288,1652.198287,1654.51625,1668.208673,1640.823827,1654.05123,1650.047844,7678,40.56858264,50,44.24509996,43.42366153,9.523359221
2022-10-19T10:30:00+05:30,1646.425,1647.935,1637.81,1640.885,NaN,1668.53,1649.93563,1653.4675,1667.940199,1638.994801,1652.405452,1644.973993,21630,36.03671161,50,43.58589069,39.73018657,9.566333562
2022-10-19T14:30:00+05:30,1640.885,1642.255,1630.535,1634.965,NaN,1667.9156,1646.941504,1651.831,1666.888577,1636.773423,1650.225395,1641.261003,23221,31.77020702,50,42.57568626,35.75019679,9.720166879
2022-10-19T18:30:00+05:30,1634.965,1637.835,1628.35,1629.72,NaN,1666.420376,1643.497203,1650.27825,1667.566013,1632.990487,1647.662221,1638.377719,25477,28.41685337,50,41.29949453,32.08352508,9.703369245
2022-10-19T22:30:00+05:30,1629.72,1630.38,1627.725,1628.98,NaN,1664.136153,1640.593763,1648.561,1667.10151,1630.02049,1645.326943,1637.418268,9390,27.94862417,50,40.06385998,30.01607462,9.199914299
2022-10-20T02:30:00+05:30,1628.98,1630.415,1626.035,1628.545,NaN,1661.223261,1638.18401,1647.797,1668.218994,1627.375006,1643.2292,1628.331667,4093,27.64736085,50,38.85836923,28.83171774,8.855634706
2022-10-20T06:30:00+05:30,1628.545,1633.04,1622.545,1632.965,1,1657.704435,1637.140208,1647.22275,1668.611905,1625.833595,1641.946175,1629.225625,12572,35.58446322,50,38.44665441,32.20809048,8.972732227
2022-10-20T10:30:00+05:30,1632.965,1635.1,1627.145,1629.27,NaN,1653.485303,1635.566166,1646.2695,1669.03074,1623.50826,1640.361653,1629.908231,19062,32.25656234,50,37.71046194,32.23232641,8.900037068
2022-10-20T14:30:00+05:30,1629.27,1640.16,1629.27,1632.695,NaN,1649.772467,1634.991933,1645.4255,1668.875294,1621.975706,1639.403322,1631.508426,22568,38.27608537,50,37.51730645,35.25420589,9.042177278
2022-10-20T18:30:00+05:30,1632.695,1645.675,1630.48,1636.265,NaN,1646.505171,1635.246547,1644.467,1667.768564,1621.165436,1639.011031,1633.186422,22818,44.10062937,50,37.84485067,39.67741763,9.481664615
