time,open,high,low,close,Exit Arrows,ParabolicSAR,EMA,Basis,Upper,Lower,EMA,VWAP,Volume,RSI,Centre line,Volume strength,Price strength,ATR
2022-10-25T06:30:00+05:30,0.57106,0.57236,0.56927,0.57116,NaN,0.5665136,0.570264428,0.5690385,0.576514847,0.561562153,0.569781755,0.570731755,15328,55.13317098,50,54.19159121,53.78527376,0.004201135
2022-10-25T10:30:00+05:30,0.57116,0.57192,0.56912,0.56932,NaN,0.567278384,0.570075543,0.5692025,0.576551366,0.561853634,0.569724035,0.570482157,17141,49.19659223,50,53.79343841,51.490933,0.004101054
2022-10-25T14:30:00+05:30,0.56932,0.57028,0.56726,0.57005,NaN,0.57926,0.570070434,0.5694745,0.576519735,0.562429265,0.569764781,0.570155206,14330,51.52622601,50,53.62306983,51.5085795,0.004023835
2022-10-25T18:30:00+05:30,0.57005,0.57798,0.57002,0.57484,1,0.57902,0.571024347,0.569913,0.577145275,0.562680725,0.570399183,0.571495009,27105,63.7850303,50,54.55892081,57.6468049,0.00430499
2022-10-25T22:30:00+05:30,0.57484,0.57639,0.57448,0.5756,NaN,0.5787848,0.571939478,0.5702705,0.577875426,0.562665574,0.571049285,0.572001699,12121,65.3492044,50,55.55554669,61.49800465,0.004133919
2022-10-26T02:30:00+05:30,0.5756,0.57568,0.57255,0.57312,NaN,0.578554304,0.572175582,0.5704195,0.578124474,0.562714526,0.571308125,0.573783333,11027,56.40564946,50,55.67407974,58.95182706,0.004062211
2022-10-26T06:30:00+05:30,0.57312,0.57527,0.57282,0.57472,NaN,0.578328418,0.572684466,0.5707625,0.578590953,0.562934047,0.571734609,0.574080452,17285,60.34470318,50,56.15691536,59.64826512,0.003947053
2022-10-26T10:30:00+05:30,0.57472,0.5816,0.57408,0.58119,NaN,0.56726,0.574385573,0.571507,0.580272348,0.562741652,0.572916533,0.576406697,25828,71.89667683,50,57.69876364,65.77247098,0.004202263
2022-10-26T14:30:00+05:30,0.58119,0.58177,0.57869,0.57926,NaN,0.5675468,0.575360458,0.572189,0.581136697,0.563241303,0.573709466,0.577449831,22987,65.4939937,50,58.5793949,65.63323234,0.004122102
2022-10-26T18:30:00+05:30,0.57926,0.58452,0.57872,0.58274,NaN,0.568115728,0.576836367,0.5731025,0.58243371,0.56377129,0.574838283,0.578741656,30641,70.77361477,50,59.86588493,68.20342356,0.004241952
2022-10-26T22:30:00+05:30,0.58274,0.58394,0.58177,0.58382,NaN,0.569099984,0.578233093,0.5741175,0.583474779,0.564760221,0.575960998,0.579319943,16159,72.25571842,50,61.18057706,70.22957099,0.004093955
